"ig_name","name","followers","following","avg_likes","avg_comments","avg_engagements","est_er"
sil_silvianaa,silvianaa,1487,930,260.75,5.375,266.125,17.896772024209817
adel.iam,Adelia Melyanti,1492,1092,180.33333333333334,0.3333333333333333,180.66666666666666,12.109025915996426
vjapratama,Vija Rindo Pratama,1503,790,208.91666666666666,2.75,211.66666666666666,14.082945220669771
isadorasamantha,Samantha (사만다),1557,2869,212.0,3.5,215.5,13.840719332048812
iammifta,Miftakhusani,1625,2861,44.083333333333336,1.75,45.833333333333336,2.8205128205128207
amandapryy,,1881,761,334.6666666666667,4.083333333333333,338.75,18.00903774587985
desiwidiyastuti,Desi Widiyastuti,1510,878,129.66666666666666,8.666666666666666,138.33333333333334,9.161147902869756
intan.mardini,Intan MP,1544,974,31.166666666666668,0.6666666666666666,31.833333333333332,2.061744386873921
irfxnmh,Muhammad Irfan F,1565,870,169.41666666666666,7.5,176.91666666666666,11.304579339723109
megadini297,Mega Dini Bachri,1569,920,167.83333333333334,6.166666666666667,174.0,11.089866156787762
simplicity_mel,Melisa Lestari Ng,1601,684,87.41666666666667,21.0,108.41666666666667,6.771809285863002
almafinanda,,1541,823,284.5,18.583333333333332,303.0833333333333,19.667964525200084
silviabayhee,C I P I 🌼,1576,812,315.1666666666667,12.083333333333334,327.25,20.764593908629443
zperezx,Z Perez,1540,615,350.9166666666667,2.1666666666666665,353.0833333333333,22.92748917748918
jihanirasharmila,𝓈𝒽𝒶𝓇,1563,724,127.58333333333333,4.166666666666667,131.75,8.429302623160588
mariaaoctaviaa,Ignatia Maria Octavia Ys.,1563,990,133.83333333333334,7.75,141.58333333333334,9.058434634250375
raven.dg,Raven Jhey Drio De Guzman,1547,1259,52.666666666666664,1.3333333333333333,54.0,3.490627020038785
kartikaryani,Kartika D Aryani || GIVEAWAY,1569,880,68.83333333333333,1.75,70.58333333333333,4.498619077968982
dafidio,Roland Kadhafi,1590,832,68.58333333333333,6.333333333333333,74.91666666666667,4.711740041928721
ichahadhisti,Annisa Hadhistia,1550,565,285.3333333333333,6.5,291.8333333333333,18.827956989247312
danescapuyon,Danielle Capuyon,1579,457,289.8333333333333,21.083333333333332,310.9166666666667,19.690732531137847
do.aulia,A U L I A,1564,805,67.66666666666667,4.666666666666667,72.33333333333333,4.624893435635125
sintyayanuanti,Sintya ❄GIVEAWAY❄,1557,1161,19.666666666666668,2.1666666666666665,21.833333333333332,1.4022693213444661
beliniabelss,Belinia,1575,579,240.75,6.333333333333333,247.08333333333334,15.68783068783069
abiflowers_,A B I 👩🏽🎨☀️,1561,961,60.25,5.916666666666667,66.16666666666667,4.238735853085629
deboratobing,Debby,1568,1019,192.75,10.083333333333334,202.83333333333334,12.935799319727892
chelvi_29,chelvi tjoa,1578,972,324.1666666666667,11.916666666666666,336.0833333333333,21.29805661174483
berto_fiko,KUPUK88,1621,4777,73.0,1.5,74.5,4.59592843923504
kencanamanik,ge🌻,1628,389,451.75,5.25,457.0,28.07125307125307
rurie.nurulfajri,Nurul Fajri Hidayati Zukari,1609,1143,98.25,18.5,116.75,7.256059664387819
ririi_chan,Richan,1732,467,621.75,25.75,647.5,37.38452655889146
fadli.elmughni,Fadli elmughni Photography,1580,768,84.5,5.333333333333333,89.83333333333333,5.685654008438818
hawwa_farnaz,Deeni( Eny Hariyanti),1584,221,7.75,0.6666666666666666,8.416666666666666,0.5313552188552187
ninepercentinfo,NINE PERCENT FANS,4006,8,495.9166666666667,1.9166666666666667,497.8333333333333,12.42719254451656
alisaislamiati,𝓐𝓵𝓲𝓼𝓪 𝓲𝓼𝓵𝓪𝓶𝓲𝓪𝓽𝓲,3769,778,364.5833333333333,19.166666666666668,383.75,10.181745821172724
tommysindu,Tommy Sindu,1643,1453,115.0,2.8333333333333335,117.83333333333333,7.1718401298437815
yudi_arpian,Yudi Arfian,1608,7470,90.16666666666667,4.75,94.91666666666667,5.902777777777779
krisninaaddini,Krisnina Nur Addini,1593,1349,27.75,7.5,35.25,2.212806026365348
djeje_,Dwi Jenny Asti Fauziana,1649,1015,88.16666666666667,17.666666666666668,105.83333333333333,6.4180311299777655
lovehastag,anwarridin,1606,7507,27.416666666666668,2.1666666666666665,29.583333333333332,1.8420506434205068
arvian_vadi,Arvian Vadika Rahman,1653,727,120.41666666666667,5.25,125.66666666666667,7.602339181286551
ahmadpesak28,bukanseleb👌🏻,1918,1283,141.0,21.166666666666668,162.16666666666666,8.454987834549877
tioprasastio28,tioprasastio,1759,796,101.83333333333333,2.3333333333333335,104.16666666666667,5.921925336365359
angelicadesteen,A 👑,1625,190,26.583333333333332,4.75,31.333333333333332,1.928205128205128
iamannakristina,𝐀𝐍𝐍𝐀,1646,545,155.41666666666666,1.4166666666666667,156.83333333333334,9.52814904819765
bhismawp,ʙʜɪsᴍᴀ.ᴡɴɴᴛ.ᴘᴛʀ,2086,519,202.0,6.166666666666667,208.16666666666666,9.979226589964844
almangunay,AL MANGUNAY,1780,2134,235.41666666666666,59.333333333333336,294.75,16.558988764044944
micacomiaaa,Mica Comia🌸,1678,648,127.83333333333333,3.9166666666666665,131.75,7.85160905840286
nathannaelculvertjandra,Nathannael,1666,7,7.666666666666667,1.4166666666666667,9.083333333333334,0.545218087234894
cathrine.lim,CATH,1672,943,186.08333333333334,5.666666666666667,191.75,11.468301435406698
zahraabani,Z,1694,867,281.6666666666667,12.0,293.6666666666667,17.335694608421882
gelolobee,,1646,536,409.9166666666667,11.0,420.9166666666667,25.572093965168087
siamwulaan,Siam Wulan Sari,1532,531,138.0909090909091,5.818181818181818,143.9090909090909,9.3935437930216
theprokidinside,Jimmer Ariate,1659,606,6.0,0.08333333333333333,6.083333333333333,0.36668675909182236
sitimarwah29,marwah29,1960,7343,150.91666666666666,9.333333333333334,160.25,8.176020408163264
_yoshiharuchoi,"Yoshiharu Choi 🇵🇭🇯🇵 RCA,CAT,CB",1707,1554,46.333333333333336,2.75,49.083333333333336,2.875414958016013
bangzhur,ᴀʟғᴀᴛᴅ ᴢʜᴜʀɪʏᴀᴅ,1682,769,400.0,49.0,449.0,26.694411414982167
ninisputri,Chaerun Nisa Putri,1740,751,68.58333333333333,2.5833333333333335,71.16666666666667,4.090038314176245
tamiadistya,ɴɪᴛᴀᴍɪ ᴀᴅɪsᴛʏᴀ ᴘᴜᴛʀɪ,1702,623,61.916666666666664,2.3333333333333335,64.25,3.77497062279671
nathalia.bishop,Nathalia Bishop,1749,820,180.41666666666666,1.5833333333333333,182.0,10.405946255002858
cherly_mae,CHERLY MAE | Sirly Miliany 💙,1699,1258,67.91666666666667,15.75,83.66666666666667,4.924465371787326
devinanovera,R A D E N  R O R O,1696,831,53.833333333333336,3.75,57.583333333333336,3.395243710691824
febibudi_69,febibudiprasetiyo,1811,662,1219.6666666666667,2.4166666666666665,1222.0833333333333,67.4811338118903
_alyssaconcepcion,𝙰𝙻𝚈𝚂𝚂𝙰 𝙶𝙰𝙱𝚁𝙸𝙴𝙻𝙻𝙴,1709,1252,112.58333333333333,4.083333333333333,116.66666666666667,6.8266042519992185
anas.nsrl,A N A S 🇲🇨,1703,350,108.83333333333333,3.3333333333333335,112.16666666666667,6.586416128400861
chachachocoo,Jessica Raisa,1768,525,401.5833333333333,8.75,410.3333333333333,23.20889894419306
jona_pottger,GIVEAWAY | Beauty Enthusiast,1715,925,81.16666666666667,9.416666666666666,90.58333333333333,5.281827016520895
zukirallahu,ズキ,1723,336,111.91666666666667,1.9166666666666667,113.83333333333333,6.606693751209132
arhazahraaa,Zahra Tsabitah 아라 | Blogger,1762,658,163.0,32.833333333333336,195.83333333333334,11.114264093832766
rjarga,RJ,1714,831,79.83333333333333,3.4166666666666665,83.25,4.85705950991832
kimiridwansyah,definately not a dumb wifey💍,1705,808,202.08333333333334,6.0,208.08333333333334,12.204301075268818
monicaagustami,Makeup by Monica Agustami,1802,612,72.83333333333333,8.166666666666666,81.0,4.495005549389567
sukasukarama,Alqod Gilang Ramadhan,1577,785,32.0,2.25,34.25,2.171845275840203
renataaprianti,Content Creator 📹💄👩🏻‍🍳,1760,1363,56.916666666666664,13.083333333333334,70.0,3.977272727272727
sitaayu24,🌸Sita Ayu🌸Beauty vlogger👄,1755,1816,129.25,18.75,148.0,8.433048433048434
mikefbm,Michael Budiman Mulyadi,1786,1173,115.0,9.333333333333334,124.33333333333333,6.961552818215752
winniedepuuh,Tan Winny Novitri,2074,624,81.25,10.083333333333334,91.33333333333333,4.403728704596593
sylviaodilia,SYLVISAYSHELLO |BEAUTY BLOGGER,1780,1279,99.58333333333333,4.5,104.08333333333333,5.847378277153558
cijesss,Jessica 🎆 ジェシカ,1845,619,142.08333333333334,7.083333333333333,149.16666666666666,8.084914182475158
slm.frah,Salma Iklima Afra,1822,942,191.25,24.083333333333332,215.33333333333334,11.818514452982072
yani_giussani,arianna,1799,1335,178.58333333333334,7.666666666666667,186.25,10.352973874374653
ikadevita,ika DS,1773,1740,29.333333333333332,7.5,36.833333333333336,2.0774581688287266
lixzhaw,Halizah ✨,1862,603,143.83333333333334,9.333333333333334,153.16666666666666,8.22592194772646
joseisabelrea,José,1837,998,223.41666666666666,3.6666666666666665,227.08333333333334,12.361640355652332
putridwanja,Putri Dwi Anjani,1699,608,272.3333333333333,9.25,281.5833333333333,16.57347459289778
raramaharani,Rara Maharani | GIVEAWAY,1807,1378,77.08333333333333,19.75,96.83333333333333,5.358789891163992
sychellefromtheseashore,Sychelle L. Alatan,2011,1798,89.75,26.0,115.75,5.7558428642466435
mardiansyah.149,Mardiansyah,1856,1250,79.0,4.916666666666667,83.91666666666667,4.521372126436781
awalaaulia,awal,1812,324,221.33333333333334,0.08333333333333333,221.41666666666666,12.219462840323768
mwelificent,✨ M E R R Y L ✨,1815,430,60.666666666666664,8.833333333333334,69.5,3.829201101928375
ni2ng.s,Ni2ng.ss,1805,680,69.33333333333333,6.0,75.33333333333333,4.173591874422899
jiglyciouss,Arianti Arie,1841,1049,104.58333333333333,22.416666666666668,127.0,6.898424769147203
fainun,Faridilla Ainun,2002,2050,48.666666666666664,6.25,54.916666666666664,2.7430902430902426
heyitsmeroseanne,Karol ✨,1870,506,125.66666666666667,22.416666666666668,148.08333333333334,7.918894830659537
rezapane_,Reza Aulia Pane,1797,276,137.66666666666666,4.75,142.41666666666666,7.925245780003709
linglingnrg,Ni Putu Ayu Nopita Dewi Nuraga,1888,1303,71.58333333333333,11.5,83.08333333333333,4.400600282485875
shaviantara,Aisha Aviantara,1864,879,327.3333333333333,19.416666666666668,346.75,18.6024678111588
rifkaikaika,Rifka Annisa,2126,927,115.0,4.0,119.0,5.597365945437441
rinaviray,R I N A 🦋 V I,1817,489,146.41666666666666,16.75,163.16666666666666,8.980003669051548
lidaybabehh,Liday Babeh,1836,2426,9.75,0.5,10.25,0.5582788671023966
enoomomsen,Retno Suci Gusrini🦄,2234,1999,58.75,3.0833333333333335,61.833333333333336,2.767830498358699
kykyfl,A. Rizky Fadilla,1895,527,87.83333333333333,5.083333333333333,92.91666666666667,4.90325417766051
vinasthika,Vinasthika M,1871,716,131.91666666666666,3.25,135.16666666666666,7.224300730447175
vinaeska,Vina • Bali Plus Size Blogger,1907,1144,47.25,6.583333333333333,53.833333333333336,2.8229330536619477
megarahmanitaa,Mega Rahmanita,1875,983,186.55555555555554,3.888888888888889,190.44444444444446,10.157037037037037
daddysetgo,Kyle Lasalita,1882,834,54.25,7.166666666666667,61.416666666666664,3.2633722989727243
jenndoop,Jennifer Chendrawira,2002,1412,68.41666666666667,7.5,75.91666666666667,3.792041292041292
greenyunita,yunita,1984,1844,41.916666666666664,3.75,45.666666666666664,2.301747311827957
kristinebernadettetan,The Unicorn Moomy 🦄,2229,996,105.5,15.916666666666666,121.41666666666667,5.447136234484821
suniims,Sani MS || Blogger,2817,983,304.5833333333333,8.083333333333334,312.6666666666667,11.099278191929947
misis.khazaie,Janine Khazaie,1893,565,59.0,6.5,65.5,3.4601162176439515
mamafarrahph,Mama Farrah!🇵🇭🇵🇭,1897,747,14.75,1.1666666666666667,15.916666666666666,0.8390441047267615
adeafrilian,Ade Afrilian Saputra,1909,746,68.5,1.5833333333333333,70.08333333333333,3.6712065653920023
alfani.sidharta,Alfani Sidharta,1922,427,23.166666666666668,1.25,24.416666666666668,1.2703780783905656
putraanggada_,wildhan faturachman ikhsan,1917,1514,95.0,8.333333333333334,103.33333333333333,5.39036689271431
rezapepriyenikaa,travel•food•review•,1924,445,43.166666666666664,4.75,47.916666666666664,2.4904712404712406
wiluwae,wiluwae,1931,2488,28.416666666666668,1.9166666666666667,30.333333333333332,1.5708613844294839
sisiliagoutama,Sisilia Goutama,2012,1590,105.83333333333333,1.8333333333333333,107.66666666666667,5.351225977468522
sidikanas,Sidik Anas,1846,168,45.75,2.4166666666666665,48.166666666666664,2.6092452148790177
khairunnisasiregar7,Khairunnisa Siregar,1921,430,149.25,12.083333333333334,161.33333333333334,8.398403609231304
vaneelvina,Vanesia Hendrika Elvina,1971,631,241.25,8.166666666666666,249.41666666666666,12.654320987654321
radrambo,Radhian Nur R,1930,942,37.833333333333336,12.666666666666666,50.5,2.616580310880829
niiasantoso,Beauty Content Creator,1936,546,48.333333333333336,6.666666666666667,55.0,2.840909090909091
rainiercrescini_,Rainier Crescini,1933,1285,195.66666666666666,9.833333333333334,205.5,10.631143300569065
ndiievania,Cindy Vania,1956,2239,111.16666666666667,59.416666666666664,170.58333333333334,8.721029311520109
sugarpoppppppp,RIfka Indhirani 🌹,1935,988,130.33333333333334,2.8333333333333335,133.16666666666666,6.881998277347115
sulaiman12ins,سليمان الاسمر,1929,1379,36.916666666666664,1.3333333333333333,38.25,1.9828926905132191
derarya,Raa🐼,1937,889,183.08333333333334,22.25,205.33333333333334,10.600585097229393
kartika_septina,Kartika Septina Lastriani,1984,456,302.5,7.166666666666667,309.6666666666667,15.608198924731184
alphafuckingtupas,Lord Alpha,1954,924,210.66666666666666,10.666666666666666,221.33333333333334,11.32719208461276
tachacantik,Natasha,1954,981,44.25,6.916666666666667,51.166666666666664,2.61856021835551
raniayasminyahya,Rania Yasmin,2032,572,118.83333333333333,26.416666666666668,145.25,7.148129921259843
dwinov89,ovi,1971,3117,40.833333333333336,8.083333333333334,48.916666666666664,2.4818197192626417
budiartiannisa,Annisa Budiarti,2090,1815,99.08333333333333,14.416666666666666,113.5,5.430622009569378
laurachristyy,Laura Christy,2000,876,91.83333333333333,0.75,92.58333333333333,4.629166666666666
noviandrnt,اَ للّٰهُ اَكْبَرُ,1954,320,673.2,3.3,676.5,34.62128966223132
fukaari_rin,Just Call Me 💫 R I N 💫,1996,1062,96.75,29.833333333333332,126.58333333333333,6.341850367401469
deckytri_id,Decks | Travel Planner,1994,998,297.5833333333333,3.4166666666666665,301.0,15.09528585757272
aaronanggg,Aaron,1998,1899,282.5833333333333,87.41666666666667,370.0,18.51851851851852
wildamoi,MUA x Beauty Vlogger,2063,1064,56.333333333333336,7.75,64.08333333333333,3.1063176603651645
linggasuryaaa,L I N G G A  S U R Y A  K,1989,878,185.28571428571428,8.0,193.28571428571428,9.717733247145013
thaliamercy,Thalia Mercy,2007,687,405.9166666666667,21.5,427.4166666666667,21.296296296296298
belobviar,Bel ♥️ Stella = BELLA,1993,518,111.5,13.5,125.0,6.271951831409934
nandariaputra,Nanda Aria Putra,1999,596,139.25,1.8333333333333333,141.08333333333334,7.057695514423878
karinachrr,KAKAINA,2092,871,67.5,4.916666666666667,72.41666666666667,3.4615997450605485
xanchoinigo,Xancho Iñigo,2022,600,370.0,91.66666666666667,461.6666666666667,22.832179360369274
rajih.arraki,Rajih Arraki',2339,1415,111.25,10.166666666666666,121.41666666666667,5.190964799771983
vanessawright,Vanessa Wright,2074,669,219.91666666666666,15.916666666666666,235.83333333333334,11.37094181935069
serlinee,✈️🌏☀️,2132,676,370.8333333333333,14.166666666666666,385.0,18.05816135084428
azizahkmlh,-,2080,871,559.6666666666666,15.833333333333334,575.5,27.668269230769234
ayudamayanthi,Ayu Dwi Damayanthi,2075,911,105.0,3.0833333333333335,108.08333333333333,5.208835341365462
ummuhabibahh,Beauty Content Creator,2128,1041,66.91666666666667,6.75,73.66666666666667,3.461779448621554
cherylamd,Cheryl Amadea 🍒,2140,1496,354.5833333333333,6.083333333333333,360.6666666666667,16.853582554517132
nuraminust,Nurami 'Umi Nurainin' Nasution,2117,610,72.5,16.416666666666668,88.91666666666667,4.2001259644150535
reginabundiarti,яєgιиα вυи∂ιαятι,2371,1007,130.91666666666666,7.333333333333333,138.25,5.830873049346268
wiran28,wiranto,2191,939,467.5,17.75,485.25,22.14742126882702
yosoyjpee,Jonathan Pierce,2147,1576,995.1666666666666,44.416666666666664,1039.5833333333333,48.42027635460332
winnie_angeline,BEAUTY FASHION LIFESTYLE,2180,991,69.16666666666667,9.5,78.66666666666667,3.6085626911314983
miachristiallamas,Mía Carvajal Llamas,2157,1423,40.083333333333336,2.8333333333333335,42.916666666666664,1.9896461134291457
ayeshamendi,Ayesha Mendavia,2165,1224,98.66666666666667,4.666666666666667,103.33333333333333,4.772902232486528
nrfandiani,𝙉𝙚𝙣𝙚𝙣𝙜 𝙍𝙖𝙩𝙪 𝙁𝙞𝙩𝙧𝙞𝙖 𝘼𝙣𝙙𝙞𝙖𝙣𝙞,2235,769,175.83333333333334,16.416666666666668,192.25,8.60178970917226
liliz.maumori,,2166,392,90.33333333333333,0.16666666666666666,90.5,4.1782086795937206
lifeandellie,Life & Ellie | Mommy Blog,2178,810,30.166666666666668,1.9166666666666667,32.083333333333336,1.4730639730639732
nbtsnfajri,Fajri Gunawan,2202,1060,128.83333333333334,11.166666666666666,140.0,6.357856494096276
dikihimawan1,BON BIN,2175,494,242.91666666666666,73.25,316.1666666666667,14.536398467432948
menggaybanana,𝓜𝓮𝓰 𝓑𝓪𝓷𝓪,2256,975,194.66666666666666,3.8333333333333335,198.5,8.798758865248226
vaniaamaris,AMARIS,2204,366,348.6666666666667,10.0,358.6666666666667,16.273442226255295
dianputriwiryadinata,Dian Putri W,2230,884,230.0,24.666666666666668,254.66666666666666,11.420029895366218
myrikaness,Rika B.⚡🇵🇭,2237,2193,46.416666666666664,9.083333333333334,55.5,2.481001341081806
rararazan,r a z a n  i z a z i,2210,927,96.16666666666667,6.0,102.16666666666667,4.622926093514329
rifkyselfish_,Rifky,2239,774,76.11111111111111,6.111111111111111,82.22222222222223,3.6722743288174287
reginapitupulu,Regina | Beauty Blogger,2248,1030,70.33333333333333,1.9166666666666667,72.25,3.213967971530249
anisa_syaiful,Anisa || Beauty Blogger,2433,1082,341.3333333333333,28.333333333333332,369.6666666666667,15.193862172900396
iragunawan04,"Ira Gunawan Tenggara, S.H",2845,922,69.08333333333333,2.0,71.08333333333333,2.498535442296426
rizkyardinsyah,R i z k y  A r d i n s y a h,2469,1168,802.5833333333334,9.416666666666666,812.0,32.88780882948562
ceritamakvee,FOOD AND TRAVEL,2394,1090,71.5,7.75,79.25,3.3103592314118626
michellepitao,Arbi,2386,1354,93.91666666666667,11.0,104.91666666666667,4.397177982676725
mcdanaleen,🌞DayDreamer.NightThinker🌜🇵🇭 🇰🇷,2326,1511,581.25,47.916666666666664,629.1666666666666,27.049297793063914
